data_referencia,ra,fase,turma,nome,ano_nasc,idade_22,gênero,ano_ingresso,instituição_de_ensino,pedra_20,pedra_21,pedra_22,inde_22,cg,cf,ct,nº_av,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,inglês,indicado,atingiu_pv,ipv,ian,fase_ideal,defasagem,destaque_ieg,destaque_ida,destaque_ipv,ano_referencia,inde_2023,pedra_2023,nome_anonimizado,data_de_nasc,idade,pedra_23,inde_23,ipp,mat,por,ing,fase_ideal,destaque_ipv_1,inde_2024,pedra_2024,avaliador5,avaliador6,escola,ativo/inativo,ativo/inativo_1
2022-01-01,RA-496,1,B,Aluno-496,2011.0,11.0,Menino,2018,Escola Pública,Quartzo,Quartzo,Ágata,6.683,595.0,145.0,12.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,6.8,7.5,Requer avaliação,5.7,5.8,5.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-497,1,B,Aluno-497,2009.0,13.0,Menina,2016,Rede Decisão,Quartzo,Quartzo,Ágata,6.323,678.0,163.0,14.0,3.0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.2,5.0,Não indicado,5.1,4.2,6.0,,Não,Não,5.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-498,1,B,Aluno-498,2011.0,11.0,Menina,2018,Escola Pública,Ametista,Ágata,Ametista,7.7,234.0,61.0,9.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,8.8,8.0,9.5,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-499,1,B,Aluno-499,2012.0,10.0,Menino,2020,Escola Pública,Ágata,Ametista,Ametista,7.826,196.0,46.0,7.0,3.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,10.0,7.5,Sem limitações,8.2,8.2,8.2,,Não,Não,7.444,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-5,7,A,Aluno-5,2005.0,17.0,Menina,2016,Rede Decisão,Ametista,Ametista,Ametista,7.427,344.0,6.0,2.0,4.0,Avaliador-5,Promovido de Fase,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-28,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.6,5.6,Requer avaliação,5.2,7.0,2.9,5.7,Não,Não,7.389,10.0,Fase 7 (3º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-50,5,A,Aluno-50,2004.0,18.0,Menina,2022,Escola Pública,,,Ametista,7.138,445.0,28.0,4.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,,7.5,8.4,7.5,Sem limitações,7.8,6.5,7.3,9.7,Não,Não,7.542,2.5,Fase 8 (Universitários),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-500,1,B,Aluno-500,2012.0,10.0,Menina,2020,Escola Pública,Topázio,Topázio,Topázio,8.232,75.0,16.0,3.0,3.0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,10.0,7.5,Sem limitações,9.5,9.5,9.5,,Sim,Não,7.889,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-501,1,B,Aluno-501,2013.0,9.0,Menino,2021,Escola Pública,,Topázio,Ametista,7.794,201.0,48.0,8.0,3.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,6.8,8.0,5.7,,Não,Não,7.333,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-502,1,B,Aluno-502,2014.0,8.0,Menina,2021,Rede Decisão,,Topázio,Topázio,8.287,62.0,13.0,2.0,3.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,9.7,7.5,Sem limitações,7.4,6.7,8.2,,Não,Não,7.778,10.0,ALFA  (2º e 3º ano),1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-503,1,B,Aluno-503,2012.0,10.0,Menino,2020,Escola Pública,Topázio,Topázio,Ametista,7.95,155.0,38.0,5.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Sem limitações,8.8,8.7,9.0,,Não,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-504,1,B,Aluno-504,2013.0,9.0,Menina,2021,Escola Pública,,Topázio,Topázio,8.072,124.0,29.0,4.0,3.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,8.9,7.5,Sem limitações,8.0,7.8,8.2,,Não,Não,7.556,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-505,1,B,Aluno-505,2011.0,11.0,Menina,2019,Escola Pública,Topázio,Ametista,Ametista,7.591,276.0,73.0,10.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,8.0,7.5,Sem limitações,8.4,8.2,8.7,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-506,1,B,Aluno-506,2010.0,12.0,Menino,2020,Escola Pública,Ametista,Ágata,Ametista,7.132,446.0,113.0,11.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,7.3,7.5,Sem limitações,7.2,8.3,6.0,,Não,Não,7.278,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-507,1,C,Aluno-507,2011.0,11.0,Menina,2021,Escola Pública,,Ágata,Ametista,7.653,254.0,66.0,4.0,3.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Não atendido,7.4,7.3,7.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-508,1,C,Aluno-508,2012.0,10.0,Menino,2022,Escola Pública,,,Ágata,6.575,636.0,155.0,10.0,3.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,7.4,7.5,Não atendido,4.5,0.0,9.0,,Não,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-51,5,B,Aluno-51,2005.0,17.0,Menina,2022,Escola Pública,,,Ágata,6.488,645.0,39.0,13.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase atual,Avaliador-31,,8.8,7.6,7.5,Não atendido,5.0,4.5,4.5,6.0,Não,Não,6.5,5.0,Fase 7 (3º EM),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-679,0,B,Aluno-679,2012.0,10.0,Menino,2020,Escola Pública,Ametista,Ametista,Ametista,7.172,441.0,129.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.2,7.5,Sem limitações,6.3,6.7,5.8,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-534,1,E,Aluno-534,2010.0,12.0,Menina,2021,Escola Pública,,Ametista,Ametista,7.131,447.0,114.0,4.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,7.4,7.5,Não atendido,7.1,6.5,7.7,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-536,1,F,Aluno-536,2012.0,10.0,Menina,2020,Escola Pública,Topázio,Ametista,Ametista,7.106,454.0,116.0,4.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.9,5.6,Sem limitações,6.0,6.3,5.7,,Não,Não,7.75,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-561,1,H,Aluno-561,2011.0,11.0,Menino,2022,Escola Pública,,,Ametista,7.856,185.0,43.0,3.0,2.0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.0,7.5,Sem limitações,7.4,9.5,5.3,,Sim,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-562,1,H,Aluno-562,2011.0,11.0,Menina,2021,Escola Pública,,Ametista,Ametista,7.855,186.0,44.0,4.0,2.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.0,9.0,7.5,Sem limitações,8.0,8.3,7.7,,Não,Sim,8.75,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-563,1,H,Aluno-563,2011.0,11.0,Menina,2020,Escola Pública,Topázio,Ametista,Topázio,8.22,81.0,18.0,2.0,2.0,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,,Não avaliado,,,10.0,9.2,7.5,Sem limitações,8.5,9.0,8.0,,Sim,Sim,8.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-564,1,H,Aluno-564,2009.0,13.0,Menino,2019,Escola Pública,Ágata,Quartzo,Quartzo,4.972,822.0,188.0,10.0,2.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,3.8,5.0,Não indicado,2.3,2.5,2.0,,Não,Não,6.833,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-565,1,H,Aluno-565,2009.0,13.0,Menino,2022,Escola Pública,,,Quartzo,5.233,809.0,186.0,9.0,2.0,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,4.1,7.5,Sem limitações,2.9,4.0,1.8,,Não,Não,5.917,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-566,1,H,Aluno-566,2010.0,12.0,Menina,2022,Escola Pública,,,Ametista,7.729,226.0,58.0,5.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,8.4,7.5,Sem limitações,8.5,9.5,7.5,,Não,Não,7.917,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-567,1,H,Aluno-567,2011.0,11.0,Menino,2019,Escola Pública,Ametista,Quartzo,Ágata,6.281,691.0,167.0,7.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.5,6.0,7.5,Sem limitações,4.8,4.3,5.2,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-568,1,J,Aluno-568,2008.0,14.0,Menino,2018,Escola Pública,Ametista,Ametista,Ametista,7.306,385.0,100.0,8.0,3.0,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,,Promovido de Fase,,,8.0,8.6,6.9,Não atendido,8.3,8.0,8.5,,Não,Não,7.944,2.5,Fase 4 (9º ano),-3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-569,1,J,Aluno-569,2010.0,12.0,Menina,2020,Escola Pública,Ametista,Ametista,Ametista,7.074,464.0,118.0,9.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,8.7,5.0,Requer avaliação,6.8,6.3,7.3,,Não,Não,7.333,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-57,5,B,Aluno-57,2006.0,16.0,Menino,2017,Rede Decisão,Ametista,Ametista,Ametista,7.305,388.0,25.0,10.0,3.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,,7.1,8.1,5.6,Requer avaliação,8.4,9.0,7.0,9.3,Não,Não,7.875,5.0,Fase 6 (2º EM),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-570,1,J,Aluno-570,2012.0,10.0,Menina,2019,Escola Pública,Topázio,Ágata,Quartzo,5.722,755.0,179.0,17.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.0,7.0,7.5,Não atendido,1.3,0.7,2.0,,Não,Não,6.778,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-571,1,J,Aluno-571,2011.0,11.0,Menina,2019,Escola Pública,Ametista,Ametista,Ágata,6.589,630.0,153.0,13.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.5,8.8,7.5,Não atendido,3.7,3.3,4.0,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-572,1,J,Aluno-572,2013.0,9.0,Menino,2022,Escola Pública,,,Ametista,7.48,322.0,83.0,6.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.5,8.0,7.5,Não atendido,6.8,4.5,9.0,,Não,Não,6.833,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-573,1,J,Aluno-573,2011.0,11.0,Menino,2020,Escola Pública,Ametista,Topázio,Topázio,8.261,70.0,15.0,2.0,3.0,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Promovido de Fase,,Mantido na Fase atual,,,9.5,9.9,7.5,Não atendido,8.2,8.3,8.0,,Sim,Sim,8.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-574,1,J,Aluno-574,2012.0,10.0,Menino,2022,Escola Pública,,,Ágata,6.86,534.0,135.0,11.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,7.2,5.0,Requer avaliação,7.5,5.5,9.5,,Não,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-575,1,J,Aluno-575,2010.0,12.0,Menino,2019,Escola Pública,Ametista,Ametista,Quartzo,5.889,739.0,175.0,16.0,3.0,Avaliador-7,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Promovido de Fase,,,8.0,6.1,7.5,Não atendido,2.8,2.7,3.0,,Não,Não,7.0,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-576,1,J,Aluno-576,2012.0,10.0,Menina,2022,Escola Pública,,,Ametista,7.59,279.0,75.0,4.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,9.1,7.5,Não atendido,7.8,7.5,8.0,,Não,Não,7.111,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-577,1,J,Aluno-577,2012.0,10.0,Menina,2022,Escola Pública,,,Ametista,7.862,182.0,41.0,3.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,9.5,9.3,7.5,Não atendido,9.0,8.3,9.7,,Não,Não,7.111,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-578,1,J,Aluno-578,2012.0,10.0,Menino,2019,Escola Pública,Ametista,Topázio,Topázio,8.814,11.0,3.0,1.0,3.0,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Promovido de Fase,,Promovido de Fase + Bolsa,,,9.5,10.0,8.8,Sem limitações,9.5,9.3,9.7,,Sim,Sim,9.611,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-579,1,J,Aluno-579,2012.0,10.0,Menina,2022,Escola Pública,,,Ágata,6.067,715.0,171.0,15.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.5,5.8,7.5,Não atendido,3.8,0.0,7.5,,Não,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-58,5,B,Aluno-58,2007.0,15.0,Menino,2017,Rede Decisão,Topázio,Topázio,Topázio,8.136,103.0,9.0,3.0,3.0,Avaliador-5,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,9.6,9.2,6.3,Sem limitações,7.2,4.5,8.0,9.0,Não,Não,8.125,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-580,1,J,Aluno-580,2012.0,10.0,Menina,2020,Escola Pública,Topázio,Ametista,Ametista,7.525,299.0,78.0,5.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,8.0,9.6,7.5,Não atendido,7.6,6.3,8.8,,Não,Não,7.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-581,1,J,Aluno-581,2012.0,10.0,Menino,2019,Escola Pública,Ametista,Ametista,Ágata,6.464,648.0,157.0,14.0,3.0,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Mantido na Fase atual,,,7.5,8.9,7.5,Não atendido,5.0,5.3,4.7,,Não,Não,5.889,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-560,1,H,Aluno-560,2011.0,11.0,Menino,2020,Escola Pública,Ágata,Quartzo,Quartzo,4.949,826.0,189.0,11.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,,Não avaliado,,,6.9,7.2,5.0,Não indicado,3.8,3.2,4.3,,Não,Não,3.75,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-535,1,F,Aluno-535,2012.0,10.0,Menina,2019,Escola Pública,Topázio,Ametista,Ágata,6.953,504.0,131.0,6.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.2,7.5,Sem limitações,5.1,4.7,5.5,,Não,Não,6.917,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-56,5,B,Aluno-56,2007.0,15.0,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,8.404,46.0,7.0,1.0,3.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,,10.0,10.0,7.5,Sem limitações,7.0,4.5,6.5,10.0,Não,Não,8.25,10.0,Fase 5 (1º EM),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
2022-01-01,RA-558,1,H,Aluno-558,2008.0,14.0,Menino,2022,Escola Pública,,,Quartzo,5.539,786.0,181.0,8.0,2.0,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,8.5,5.0,Não indicado,4.3,0.5,8.0,,Não,Não,4.5,2.5,Fase 4 (9º ano),-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,
